balance,account_age_days,avg_loan_amount,income,credit_score,credit_amount,application_date,last_contact,income_to_credit_ratio,city,birth_date,years_at_job,client_id,application_id,address,previous_loans,late_payments_3y,employment_type,owns_car,owns_house,default
7683.22,3151,30264,34268.0,691,130059,2025-04-02,2025-05-29,0.2634804204245765,South Jordanstad,1980-08-19,34,C-196566,APP-2023-169021,"0764 Michele Locks
Ashleyberg, IA 18582",3,3,Permanent,0,1,0
4053.21,192,7507,58102.0,419,127403,2025-04-25,2025-07-12,0.4560489156456284,West Rebeccaport,1982-03-24,22,C-3704,APP-2023-566793,"USCGC Murphy
FPO AP 74015",1,2,Permanent,1,1,0
10240.52,337,4249,26810.0,639,118777,2025-01-31,2025-03-30,0.2257171001119745,West Jasonfurt,1984-11-16,35,C-231235,APP-2023-93293,"52661 Bell Freeway
Tracyborough, NV 93042",3,2,Self-employed,0,0,0
2762.88,1175,12303,31915.0,845,152176,2025-01-02,2025-02-12,0.2097242666386289,Maciasstad,1945-05-14,26,C-732249,APP-2023-820052,"81199 Greene Neck Suite 423
West Hailey, NJ 41245",1,3,Permanent,0,0,1
6860.14,873,38353,33388.0,392,29251,2024-09-14,2024-09-20,1.1414310621859085,North Ravenland,1947-07-03,19,C-44149,APP-2023-520429,"73922 John Crossroad Apt. 272
Millerton, FL 15278",1,2,Temporary,0,1,0
5250.35,2143,25054,22193.0,319,141841,2025-04-12,2025-06-07,0.1564639279192899,Shafferport,1982-12-12,24,C-443866,APP-2023-955644,"2948 Jones Ridges
Kristinashire, TX 37557",3,0,Permanent,1,1,0
5181.77,913,47641,32012.0,303,12475,2025-06-02,2025-07-29,2.566092184368737,Martinezside,1957-12-24,10,C-539194,APP-2023-784592,"82487 Jones Island Suite 228
East Gregorystad, VT 13981",1,0,Permanent,1,0,1
3993.64,2264,43998,45048.0,780,98899,2025-05-27,2025-07-29,0.4554949999494433,Lake Michelle,1955-04-01,33,C-425852,APP-2023-908663,"Unit 7471 Box 5804
DPO AP 84925",1,2,Temporary,0,0,1
4425.64,3466,2302,37696.0,598,115421,2024-12-28,2025-01-11,0.3265956801621889,Kathyburgh,1985-10-23,3,C-281131,APP-2023-124416,"3394 Miller Harbors
South Clifford, PA 46933",2,0,Permanent,1,0,0
6661.13,2645,29811,24196.0,361,134902,2025-01-01,2025-03-04,0.1793598315814443,Terryview,1973-03-26,2,C-130816,APP-2023-526018,"01974 Sosa Rapid Apt. 192
New Kellychester, AZ 23923",2,1,Permanent,1,0,0
2581.68,1341,48629,33502.0,776,184222,2025-04-15,2025-05-24,0.1818566729272291,Mercertown,1969-06-19,7,C-594280,APP-2023-786828,"USNV Rogers
FPO AA 35930",0,1,Permanent,1,1,0
5240.31,81,20546,46588.0,769,17167,2025-05-17,2025-06-11,2.7138113823032564,North Michellefurt,1956-02-29,26,C-814661,APP-2023-512755,"41215 Robert Rest
West Luis, OR 33661",0,3,Self-employed,1,1,0
4971.55,38,35339,23486.0,835,89406,2025-06-26,2025-09-20,0.2626893049683466,North Melissamouth,1957-01-10,15,C-4605,APP-2023-652049,"USNV Bennett
FPO AP 55065",3,2,Permanent,0,0,0
2419.71,1183,24170,43349.0,647,105603,2024-09-20,2024-11-20,0.4104902322850676,East Carol,1958-06-03,29,C-579956,APP-2023-102583,"47243 Damon Cliff
Lake Thomasside, MH 49500",2,1,Permanent,1,0,0
10120.05,108,30474,22585.0,627,116095,2024-07-14,2024-08-18,0.1945389551660278,Farleyview,1999-04-14,25,C-182583,APP-2023-8664,"94183 Benjamin Valley
Melissaberg, MH 58673",0,2,Permanent,0,0,0
9654.76,2424,7760,9481.0,728,111566,2024-09-29,2024-10-23,0.0849810874280694,East Theodore,1989-10-27,4,C-430564,APP-2023-158614,"30202 Gregory Track Suite 944
Lake Casey, PR 38815",2,3,Permanent,1,0,0
4593.94,1365,40231,18401.0,405,157620,2025-04-25,2025-05-03,0.1167427991371653,South Samanthafurt,1999-08-07,28,C-152353,APP-2023-40872,"773 Emily Drives Suite 329
Port Williamburgh, IN 16195",0,1,Permanent,1,0,0
4405.95,778,47968,42015.0,650,34857,2025-02-07,2025-02-08,1.2053533006282813,Paulfurt,1968-03-05,15,C-178632,APP-2023-361354,"20860 Mary Track
Shortland, NE 99894",1,1,Self-employed,1,1,0
7468.31,1178,7619,20156.0,339,167583,2024-07-31,2024-08-05,0.1202747295370055,North Kevinfurt,1992-10-23,16,C-878482,APP-2023-385157,"106 Campbell Neck
Harrisville, VA 39118",0,1,Permanent,0,1,0
6368.64,3556,4418,11101.0,658,136945,2024-09-20,2024-10-04,0.0810617401146445,West Jason,1964-04-23,27,C-249050,APP-2023-64852,"23714 Brian Stream
Jordanton, MO 83415",3,0,Permanent,1,0,0
980.23,3274,49723,26750.0,425,152977,2025-01-30,2025-04-20,0.1748628878851069,New Julia,1953-11-27,2,C-714668,APP-2023-490115,"37551 Kelly Wall Apt. 338
Port Taylorview, NY 94741",1,0,Permanent,1,1,0
3051.76,2093,44736,29712.0,809,179100,2024-11-19,2025-01-09,0.165896147403685,East Misty,1997-09-06,12,C-375114,APP-2023-34659,"720 Eaton Ports Apt. 995
New Deborahbury, AL 33407",0,1,Permanent,0,1,0
1307.93,2600,36322,32269.0,713,35965,2024-11-08,2024-11-30,0.8972334213818991,Erinville,1987-05-13,27,C-772360,APP-2023-128937,"34968 Fisher Locks
Kathychester, AS 90783",3,0,Permanent,1,1,0
9636.48,1838,17484,46115.0,725,104415,2025-01-30,2025-02-08,0.4416511037686156,Bryanshire,1952-03-24,35,C-679029,APP-2023-935016,"301 James Fords
Riveramouth, DC 81506",2,2,Permanent,0,1,0
5278.23,1404,19128,17810.0,684,186830,2025-06-14,2025-07-09,0.0953273028956805,West Stacey,1964-04-13,13,C-391232,APP-2023-332000,"042 Courtney Inlet
North Carrie, VA 66684",3,1,Temporary,0,1,0
1438.93,2811,3318,12205.0,519,46180,2025-06-04,2025-07-07,0.264291901255955,Tomburgh,1962-03-25,4,C-953974,APP-2023-511462,"84598 Timothy Cliff
Longville, OH 26318",7,0,Permanent,1,1,0
5965.09,3427,17336,40816.0,612,48693,2024-11-27,2025-02-04,0.8382313679584334,West Kevinmouth,1952-04-05,0,C-489930,APP-2023-40133,"700 Walker Tunnel
West Lindseyburgh, OH 78468",2,3,Temporary,1,1,0
6866.6,1255,18670,53948.0,392,143462,2025-04-30,2025-05-21,0.3760438304219933,Port Jeanette,1964-10-15,13,C-219954,APP-2023-969861,"2986 Brandi Wall Suite 634
Biancahaven, CT 64111",2,3,Temporary,0,1,0
1537.55,2808,39314,39778.0,413,25655,2025-03-29,2025-05-07,1.5504969791463652,West Courtney,1997-03-15,5,C-274534,APP-2023-377463,"24602 Emily Terrace
Port Kenneth, AK 15261",2,0,Permanent,0,0,0
8598.36,101,42600,27665.0,616,104824,2024-10-21,2024-11-19,0.2639185682668091,Woodsstad,1970-06-13,29,C-899310,APP-2023-988226,"USNV Cuevas
FPO AA 77113",0,2,Permanent,1,0,0
4619.46,1683,24277,39844.0,355,56288,2024-12-20,2025-02-23,0.7078595793064241,Port Michaelton,1997-03-30,30,C-728734,APP-2023-721859,"85720 Nicole Corners
New Travis, PA 04249",1,3,Permanent,1,1,0
6688.78,1329,27013,46251.0,572,107076,2024-09-27,2024-11-18,0.4319455340132243,East Nathan,2002-03-03,34,C-702898,APP-2023-342624,"282 Gonzalez Camp Apt. 136
Lake Caitlin, VA 89821",0,1,Temporary,1,0,0
4113.26,2814,2186,32044.0,738,96276,2024-12-30,2025-01-04,0.3328347667123686,Doyleland,2005-07-25,30,C-892720,APP-2023-784657,"4034 Lowery Prairie Apt. 896
East Kevinchester, MI 01095",4,0,Permanent,0,0,0
5972.6,503,17446,32704.0,599,196198,2024-08-12,2024-08-19,0.1666887531982996,Shelbyberg,1964-02-12,17,C-586105,APP-2023-643944,"35466 Johnson Forest
New Jermainefort, KY 07588",1,1,Permanent,1,1,0
9371.03,1853,6646,21618.0,402,88357,2024-09-12,2024-12-06,0.2446665233088493,Dawsonhaven,1951-09-19,25,C-894711,APP-2023-851052,"7579 Duncan Estate
New Mark, KY 67326",3,4,Permanent,0,0,0
4780.07,1442,25910,27814.0,308,158995,2025-05-20,2025-07-23,0.174936318752162,Danielleburgh,1999-08-19,24,C-91765,APP-2023-615822,"38066 Wilson Square Suite 963
West Jennifer, LA 25715",1,0,Permanent,1,0,0
3171.63,1501,25272,41512.0,543,53973,2024-09-11,2024-10-03,0.769125303392437,West Joel,1957-06-22,28,C-171738,APP-2023-437543,"588 Allen Plaza Apt. 209
Nicholsfort, PR 98537",2,2,Permanent,1,0,0
3280.2,2160,23599,19386.0,750,115728,2025-05-30,2025-07-18,0.1675134798838656,Williamside,1944-11-24,15,C-566680,APP-2023-990369,"6118 James Manor Suite 542
West Stacymouth, CO 43059",1,1,Permanent,1,0,0
1295.01,257,8751,36980.0,779,174189,2025-04-24,2025-05-13,0.2122981359328086,Underwoodview,1978-10-22,33,C-203167,APP-2023-372536,"075 Melanie Spurs Suite 811
North Reginaburgh, IL 43609",0,2,Temporary,1,0,0
3171.83,940,28468,25483.0,551,69845,2024-09-11,2024-11-28,0.3648507409263369,New Katherine,1960-12-15,3,C-83734,APP-2023-493596,"62251 Ross Prairie Apt. 468
East Cassidy, UT 75242",2,1,Permanent,0,1,0
6210.33,502,28705,33665.0,753,86034,2025-04-23,2025-06-30,0.3912987888509194,Lake Scott,2006-10-30,27,C-308902,APP-2023-264324,"05091 Williams Road Suite 233
Mariastad, KS 04400",1,1,Permanent,1,0,0
13340.42,1359,25323,75030.0,393,99138,2025-01-06,2025-03-08,0.7568238213399504,Lozanostad,1976-02-03,0,C-100017,APP-2023-558505,"952 Guerrero Green
New Jasmineton, WV 56510",2,2,Permanent,1,1,0
8172.95,1598,44816,32928.0,409,94920,2025-06-10,2025-07-19,0.3469026548672566,Lindseymouth,1966-04-10,23,C-16631,APP-2023-419723,"PSC 4904, Box 0799
APO AA 84882",0,4,Self-employed,1,0,0
9715.88,1623,2577,15511.0,352,15545,2024-12-15,2025-01-01,0.9978128015439048,Berryberg,1962-12-29,24,C-814086,APP-2023-92634,"43431 Alexis Heights
East Kimberlyville, CO 61271",0,2,Temporary,1,0,0
156.7,1674,26097,26999.0,464,187262,2024-11-24,2025-01-15,0.144177676196986,South Stacey,2002-12-22,36,C-625260,APP-2023-711161,"8523 Taylor Burgs Apt. 891
Ericbury, RI 60870",0,0,Permanent,1,0,0
6809.21,631,34798,24037.0,743,81278,2024-09-07,2024-10-02,0.2957380841064002,East Richard,1953-10-19,12,C-451989,APP-2023-215335,"Unit 4538 Box 4527
DPO AP 16455",2,0,Permanent,1,1,0
3331.27,3004,31609,36810.0,363,122886,2025-05-28,2025-08-07,0.2995459206093452,New Melissa,1975-05-22,28,C-800770,APP-2023-844439,"95139 Miguel Hollow
Ebonyton, VI 53688",3,1,Self-employed,0,0,0
5793.99,1386,32245,49743.0,694,120164,2024-09-10,2024-11-05,0.4139592556838987,North Jennifertown,2001-09-29,8,C-786420,APP-2023-759029,"5698 Whitaker Ramp Apt. 674
Whiteport, PR 39930",1,0,Permanent,0,1,0
6564.69,2925,18545,25725.0,654,10004,2025-02-25,2025-02-27,2.571471411435426,Henryburgh,1968-03-13,0,C-320902,APP-2023-995752,"672 Janet Inlet Suite 521
Lake Michaelport, HI 72158",3,0,Permanent,0,0,0
8237.88,868,40842,51303.0,659,157292,2025-06-07,2025-08-22,0.3261640770032805,Stephanieberg,1951-11-28,7,C-631291,APP-2023-509705,"89902 Peterson Loaf Suite 051
Victoriaville, MA 74862",2,0,Permanent,1,0,0
4153.91,3136,38058,9441.0,828,28033,2025-05-21,2025-06-16,0.3367816501979809,New Timothy,1983-07-10,24,C-304079,APP-2023-309375,"36583 Clark Crossing Suite 660
West Jennifer, NY 35597",2,1,Permanent,1,1,0
5297.18,2702,41433,351.0,740,153145,2025-07-02,2025-07-13,0.0022919455418067,South Angelastad,2000-08-05,3,C-40191,APP-2023-444078,"616 Hughes Creek Suite 128
Lake Mark, MP 83223",0,3,Permanent,1,1,0
6450.37,2769,44787,31113.0,836,9828,2025-01-22,2025-04-13,3.165750915750916,Leonardside,2005-03-14,10,C-587647,APP-2023-110605,"0998 Ramsey Shores
Stephanieland, MI 77044",1,1,Permanent,1,0,0
6658.33,797,14761,35294.0,404,142981,2025-03-05,2025-05-15,0.2468439862639092,Johnstonport,1998-08-07,26,C-67612,APP-2023-750483,"8318 Mckay Motorway
Cameronville, VT 07585",3,1,Permanent,0,0,0
5815.41,2432,46405,31906.0,450,64194,2024-11-14,2024-12-01,0.4970246440477303,East Andrea,1984-06-20,34,C-110230,APP-2023-241661,"324 Sherry Course
Ortegafurt, NH 27792",0,2,Permanent,0,0,0
166.94,766,21087,68131.0,667,158536,2024-09-19,2024-12-13,0.429750971388202,North Joseph,1958-06-05,12,C-881306,APP-2023-441036,"104 Bates Village Suite 889
West Randyport, KY 81454",1,0,Permanent,0,0,0
8266.91,201,7404,18033.0,348,197952,2025-02-24,2025-05-06,0.0910978419010669,New Darren,1968-11-14,30,C-460214,APP-2023-857837,"3792 Anthony Walks Apt. 209
Perryberg, DC 38709",3,1,Temporary,1,0,0
1001.99,3338,44801,35948.0,529,177410,2025-04-19,2025-04-30,0.2026266839524265,Stevensonchester,1966-03-11,1,C-283989,APP-2023-860260,"555 Gabriel Village
New Josephborough, NC 98093",1,1,Self-employed,0,1,0
2435.96,1423,6642,35547.0,425,62806,2024-09-06,2024-11-22,0.5659809572333854,Kimberlyborough,1989-05-06,30,C-445913,APP-2023-967123,"0876 Samantha Ridge
Markmouth, VA 93002",2,1,Temporary,1,0,0
11105.76,1134,7194,30592.0,377,153992,2025-01-25,2025-03-28,0.1986596706322406,Thompsonberg,1961-06-04,10,C-77606,APP-2023-684249,"5829 Smith Common Apt. 803
Dustinmouth, NV 77466",2,3,Permanent,0,1,0
7680.18,1953,35963,11796.0,767,141530,2024-11-18,2025-01-15,0.0833462870062884,Burnstown,1999-12-14,21,C-150579,APP-2023-379974,"23110 Hall Pines Suite 198
New Debbie, KY 24691",0,2,Self-employed,0,1,0
4400.83,1375,22693,55235.0,672,83269,2024-08-22,2024-10-10,0.6633320923753138,Port Frankbury,1957-09-17,3,C-225578,APP-2023-437667,"USNS King
FPO AP 67228",3,3,Self-employed,1,1,0
3699.58,2370,26372,3954.0,313,111573,2024-10-16,2024-10-18,0.0354386814014143,North Larrymouth,1963-10-22,19,C-338859,APP-2023-245270,"22057 Carl Stream
South Michael, WA 81683",2,1,Permanent,0,1,0
3996.5,3026,32676,22344.0,382,16498,2024-09-08,2024-12-06,1.3543459813310703,Lake Katieburgh,1982-10-15,30,C-732622,APP-2023-636659,"21028 Maldonado Island Suite 068
Lindaton, NE 49916",1,1,Permanent,1,1,0
5547.31,1925,40384,40579.0,371,150067,2024-12-24,2024-12-27,0.2704058853712008,Martinezmouth,1956-07-09,0,C-129460,APP-2023-510289,"76683 Toni Mills Apt. 686
Flemingchester, OR 45484",0,0,Self-employed,1,0,0
5986.24,571,18751,18208.0,383,75997,2024-08-13,2024-09-20,0.2395884048054528,Jamesland,1959-03-29,23,C-556542,APP-2023-179294,"20475 Erika Park
Chenberg, NH 21298",3,1,Permanent,0,1,0
10266.94,3143,32250,56801.0,316,148417,2024-11-06,2024-11-19,0.3827122229933228,New Mary,1952-10-29,2,C-439928,APP-2023-209529,"7815 Mark Walks
Jacobsland, OK 60701",2,2,Self-employed,1,1,0
4438.42,3036,47713,19011.0,503,132924,2025-02-08,2025-04-19,0.1430215762390539,South Theresa,1993-01-26,37,C-728496,APP-2023-252180,"48642 Hanson Trace Apt. 700
South Erin, MO 92778",1,2,Permanent,1,1,0
3097.14,3336,29167,15243.0,353,130335,2025-05-29,2025-07-30,0.1169524686385084,Port Elizabeth,1977-08-09,13,C-263246,APP-2023-490260,"893 Nicholas Alley Apt. 329
Dominicfort, ME 21952",1,0,Permanent,1,1,1
5372.88,1237,34420,37485.0,358,120332,2024-08-31,2024-10-23,0.3115131469600771,Kellieport,1945-12-21,32,C-189942,APP-2023-229513,"55239 Daniel Flat
West Richardfurt, HI 41729",2,0,Self-employed,0,0,1
4926.65,3597,1101,24556.0,378,12584,2025-02-26,2025-05-26,1.9513668150031789,East Pamelaland,1996-12-03,35,C-140542,APP-2023-120189,"PSC 5084, Box 8192
APO AA 56049",3,4,Self-employed,0,1,1
3275.84,2762,45198,20080.0,489,13204,2025-05-02,2025-07-19,1.5207512874886395,North Donald,1946-11-19,25,C-611570,APP-2023-943311,"4464 Liu Extension
Port Erika, NC 92549",2,1,Permanent,1,1,0
3323.43,2699,41120,48343.0,354,44497,2025-02-18,2025-05-05,1.086432793222015,Angelamouth,1978-05-30,16,C-736747,APP-2023-189853,"926 Adams Landing
New Patrick, PR 31491",1,0,Temporary,1,0,0
7402.75,2940,38549,57470.0,478,112866,2025-05-26,2025-08-12,0.5091878865202984,Hoganhaven,1995-01-07,21,C-44741,APP-2023-471198,"563 Rios Field Apt. 834
Christinetown, MI 60920",2,1,Permanent,1,0,0
368.84,448,46208,24168.0,617,112294,2024-12-07,2025-01-27,0.2152207597912622,South Ashleyfort,1988-02-16,33,C-103459,APP-2023-990957,"827 Cindy Locks Suite 237
Davidhaven, NH 74081",3,1,Self-employed,1,1,0
8756.38,1211,14157,27878.0,640,25977,2025-01-14,2025-04-11,1.0731801208761598,West Carlos,1987-03-02,11,C-329315,APP-2023-244843,"90143 Gary Forks Suite 358
Laurenland, MD 25506",2,3,Permanent,0,1,0
3196.99,3389,1783,43604.0,848,115621,2025-03-07,2025-05-30,0.3771287222909333,Christopherton,1992-08-30,20,C-798109,APP-2023-29471,"78592 Banks Plaza Suite 370
Port Edward, CO 48701",1,1,Permanent,0,0,0
357.16,1150,32255,24447.0,578,63614,2025-04-11,2025-06-15,0.3843021976294526,Mckeeburgh,1963-04-20,15,C-122189,APP-2023-330118,"PSC 6216, Box 6597
APO AA 57628",1,3,Permanent,0,0,0
5646.58,1980,45363,31656.0,836,188151,2024-07-16,2024-10-12,0.1682478434874117,Bartletttown,1952-02-04,27,C-911823,APP-2023-445059,"715 Joshua Glen
Port Jonathan, NE 17583",1,1,Permanent,1,0,0
7328.66,34,25264,19897.0,847,183837,2025-05-19,2025-06-08,0.1082317487774496,Danielview,2000-11-22,10,C-614023,APP-2023-735758,"195 Williams Key
South Bradleyside, CO 86501",2,1,Self-employed,1,0,0
847.87,2557,6789,40768.0,838,86465,2025-01-25,2025-02-28,0.4714971375701151,South Daniel,1955-02-04,27,C-324935,APP-2023-850711,"6282 Lopez Crescent
Jeremyland, WY 43974",0,2,Permanent,1,1,1
1769.75,1777,22736,49974.0,842,63820,2025-01-03,2025-01-15,0.7830460670636165,Youngstad,1973-06-02,39,C-918506,APP-2023-407214,"196 Melissa Prairie Suite 125
South Scottborough, HI 58994",1,5,Self-employed,1,0,0
3446.68,2735,26701,44592.0,631,102303,2025-06-09,2025-08-22,0.4358816456995396,Foxfurt,1973-12-08,25,C-840861,APP-2023-624845,"72966 Randy Throughway Suite 132
Jasonborough, NM 97624",2,2,Permanent,1,1,1
1522.55,2122,11244,25130.0,794,77085,2025-04-12,2025-04-24,0.3260037620808199,Jessicaburgh,1963-05-28,16,C-757779,APP-2023-421790,"6926 Clark Lake
Haleburgh, WA 70292",1,2,Permanent,1,0,0
4125.69,1980,20797,15793.0,684,183632,2024-07-10,2024-07-13,0.0860035287967238,Haleymouth,1976-04-13,34,C-911857,APP-2023-419249,"916 Brown Island Apt. 132
Scottfort, NH 71291",0,3,Self-employed,1,1,0
10666.13,374,27949,15148.0,331,136676,2024-09-23,2024-11-27,0.110831455412801,East Kimberlystad,1956-01-29,27,C-304238,APP-2023-985612,"902 Andrea Village Apt. 702
Robertfort, PR 74303",5,1,Permanent,1,0,0
3258.54,2639,38521,2082.0,500,112436,2025-05-23,2025-06-17,0.01851720089651,Hughesmouth,2001-12-14,37,C-453724,APP-2023-324677,"3628 Larson Oval Suite 132
Mcdowellborough, GA 59934",0,1,Temporary,1,1,1
4815.44,3235,23272,34992.0,669,66629,2025-05-14,2025-05-30,0.52517672484954,Holtside,1974-07-12,22,C-920524,APP-2023-133910,"690 Mccarthy Manor Suite 391
Hendersonland, AR 33074",1,1,Permanent,0,1,0
6085.38,768,7446,42343.0,839,99028,2024-12-23,2024-12-26,0.4275861372541099,North Dana,1958-02-19,15,C-874700,APP-2023-93317,"17663 Melissa Orchard
West Jason, MO 08789",3,2,Permanent,0,0,0
6077.3,2945,18217,54365.0,528,73573,2025-06-05,2025-06-22,0.7389259646881329,Robertmouth,1996-04-15,36,C-53463,APP-2023-613077,"680 Shannon Meadow
South Benjamin, CA 43211",3,0,Temporary,1,1,0
7678.0,367,4655,13219.0,453,22018,2025-05-08,2025-05-28,0.6003724225633572,Thomasburgh,1989-04-12,33,C-499039,APP-2023-204958,"17139 Daniel Corners Suite 832
Aarontown, GU 81120",4,3,Permanent,1,1,0
8427.89,1072,21551,37704.0,671,170489,2024-07-11,2024-08-17,0.2211520977893002,Acostaside,1973-02-28,4,C-979447,APP-2023-494339,"1508 Franklin Knolls
Maryfurt, MH 32339",4,0,Temporary,0,0,0
5668.75,2419,10118,45762.0,360,74016,2024-07-15,2024-09-05,0.6182717250324254,East Shannonberg,1970-08-03,35,C-984212,APP-2023-734478,"874 Martinez Trail Apt. 272
Seanfort, WY 49480",2,0,Permanent,0,0,0
5219.99,1565,27009,4254.0,840,124606,2025-06-25,2025-09-18,0.0341396080445564,Stevensmouth,1973-02-01,36,C-671903,APP-2023-144824,"5072 Perkins Knoll Apt. 986
South Travis, WI 44992",2,1,Self-employed,0,1,0
386.82,1359,41496,33077.0,569,148007,2024-08-02,2024-09-19,0.223482673116812,Mooreland,1973-07-30,3,C-779789,APP-2023-505148,"449 Turner Lights Apt. 177
Port William, CT 42342",1,3,Self-employed,1,0,1
4500.06,1204,22197,24171.0,357,128924,2025-02-13,2025-03-25,0.1874825478576525,Adamshaven,1980-01-21,12,C-954892,APP-2023-722963,"Unit 8259 Box 6354
DPO AE 69017",0,2,Permanent,0,1,0
8694.04,492,1463,45293.0,466,174556,2024-10-16,2024-12-08,0.2594754691904031,East Jenniferville,1963-05-11,2,C-834920,APP-2023-310220,"58853 Ayala Trafficway Apt. 892
New John, OR 98237",1,0,Permanent,1,1,0
1793.07,1282,38147,40981.0,405,172602,2024-10-17,2024-11-27,0.2374306207344063,Porterville,1961-12-02,1,C-407423,APP-2023-553470,"6028 Anna Ranch Apt. 734
East Valerie, TX 17043",3,3,Unemployed,1,1,0
1479.28,127,41792,39567.0,478,132290,2025-05-16,2025-06-06,0.2990929019578199,Wallsside,1953-07-17,21,C-183223,APP-2023-846956,"654 Bailey Run
East Johnfort, MO 46858",0,2,Unemployed,0,0,0
4730.48,500,42444,44774.0,484,118941,2024-12-30,2025-02-07,0.3764387385342312,Littleborough,1951-01-29,16,C-211235,APP-2023-980111,"89169 Miller Club
Stephaniefort, GA 52904",1,4,Permanent,1,1,1
6639.57,2936,42691,6029.0,803,57798,2024-09-10,2024-11-06,0.1043115678743209,Matthewberg,1952-12-17,37,C-811708,APP-2023-474959,"841 Stephanie Rapids
North Margaret, MT 88341",1,4,Permanent,1,1,0
5765.63,777,9120,43258.0,427,68616,2025-01-22,2025-03-09,0.6304360499008977,West Melissa,1993-11-13,21,C-348895,APP-2023-478467,"84668 Stephanie Manors Suite 285
Adkinsborough, WI 48441",3,1,Permanent,1,1,0
8278.42,3266,37151,48493.0,782,107780,2025-06-13,2025-09-09,0.4499257747262943,Port Stephen,1955-10-05,31,C-811232,APP-2023-386913,"91495 Andrew Point
New Bradley, VT 55085",2,2,Permanent,1,0,0
3816.57,1936,33862,30330.0,415,115086,2025-05-14,2025-06-28,0.2635420468171628,North Joshuaborough,1950-02-19,23,C-105332,APP-2023-36909,"02782 Cooper Lights
Bradyhaven, DC 24362",2,0,Permanent,1,0,0
7825.08,3250,21659,30158.0,739,163707,2024-10-15,2024-12-15,0.1842193675285723,Haileyside,1988-08-23,35,C-466967,APP-2023-311321,"668 Brian Throughway Apt. 566
East Edwardberg, MT 98793",1,1,Unemployed,1,0,0
10317.4,2747,1869,22330.0,511,192348,2025-01-06,2025-01-27,0.1160916671865577,Smithland,1999-07-22,36,C-262066,APP-2023-174370,"USNV Foley
FPO AA 54576",3,0,Temporary,1,0,1
639.6,2440,2747,4935.0,633,14378,2025-02-12,2025-04-09,0.3432327166504382,East Virginia,1983-08-03,31,C-274186,APP-2023-809954,"14442 Stanley Roads Apt. 500
Stevensonfort, VA 51227",3,4,Permanent,0,0,0
3942.92,1541,20776,41889.0,734,76441,2024-07-24,2024-10-06,0.5479912612341544,Patriciamouth,1969-12-01,28,C-216950,APP-2023-671956,"44340 Hartman Meadow
West Codyport, ME 98411",1,3,Self-employed,0,0,0
6904.23,2752,39870,27769.0,357,16735,2024-10-20,2024-11-12,1.659336719450254,Port Annaside,2001-07-10,39,C-173520,APP-2023-925048,"69327 Jennifer Light
East Richardfurt, NH 32714",0,1,Permanent,1,1,0
3879.26,2836,27008,23727.0,507,129821,2025-02-18,2025-04-29,0.1827670407715238,Bryantfort,1998-01-03,14,C-148932,APP-2023-725724,"74398 David Inlet Apt. 133
Shawnstad, PA 53918",3,1,Permanent,0,0,0
